Name,Fulladdress,Municipality,Categories,Time Zone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image
SUPER LAUNDRY,"Jl. RS. Fatmawati Raya No.41, RT.1/RW.5, Cilandak Bar., Kec. Cilandak, Kota Jaka","RT.1/RW.5, Cilandak Bar.",Binatu,Asia/Jakarta,"(021) 7661232, +62 21 7661232",NO,90.0,4.5,https://search.google.com/local/reviews?placeid=ChIJEei88JbxaS4RrslHFtNo2uk&q=la,https://www.google.com/maps?cid=16850896211581323694,-6.285054,106.7956914,None,None,"Minggu: [08.00-17.00], Senin: [07.00-18.00], Selasa: [07.00-18.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMx6jmH2r0_uBtMhDGbrOSO6Slq8AvO7-boi8uN
JOURDAN MESIN LAUNDRY,"Jl. Raya Cilandak KKO No.11 3, RT.3/RW.8, Ragunan, Ps. Minggu, Kota Jakarta Sela","RT.3/RW.8, Ragunan","Toko Mesin Cuci & Pengering, Toko Elektronik",Asia/Jakarta,"(021) 22783233, +62 21 22783233",YES,514.0,4.5,https://search.google.com/local/reviews?placeid=ChIJ4cwfGQHuaS4RK1AmZKKOhc4&q=la,https://www.google.com/maps?cid=14881457371831750699,-6.3031761,106.8144173,http://jourdanmesinlaundry.com/,jourdanmesinlaundry.com,"Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00-17.00",https://lh5.googleusercontent.com/p/AF1QipO8XQlXKs9-o2SGcekubApx8oWgpokvpCHZUqSj
Tya Laundry,"Jalan Bahari Raya No.3, Cilandak Barat, RT.9/RW.10, South Gandaria, Cilandak, So","RT.9/RW.10, South Gandaria",Layanan Binatu,Asia/Jakarta,"0812-8531-3038, +62 812-8531-3038",NO,26.0,4.8,https://search.google.com/local/reviews?placeid=ChIJUfjBt3zxaS4RvhX0Zh8ApXQ&q=la,https://www.google.com/maps?cid=8405124414428157374,-6.279706,106.7922677,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO3lJxsCbtQ0CPHQIwXzvGSrIv7WMm2glYatWeY
Kleen Laundry & General Cleaning Pondok Labu,"Jl. Pd. Labu Raya No.222e, Pd. Labu, Kec. Cilandak, Jakarta, Daerah Khusus Ibuko",Pondok Labu,Binatu,Asia/Jakarta,"0811-193-060, +62 811-193-060",YES,52.0,4.1,https://search.google.com/local/reviews?placeid=ChIJX-PGCmLvaS4RroMmu4nzxy0&q=la,https://www.google.com/maps?cid=3298873024948110254,-6.3076046,106.7933073,http://laundrykleen.id/,laundrykleen.id,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMyJj7SmBiO_uNWGErfXe8JPEvgcqm2eW--m8D4
Uwais Laundry,"Jl. Tridharma V No.25, RT.5/RW.8, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan,","RT.5/RW.8, Pd. Labu",Layanan Binatu,Asia/Jakarta,"0812-8853-9959, +62 812-8853-9959",YES,64.0,4.9,https://search.google.com/local/reviews?placeid=ChIJeTk24hzuaS4RvdD5SlJf8Ww&q=la,https://www.google.com/maps?cid=7850160432533328061,-6.3023815,106.8042818,None,None,"Minggu: [07.00-18.00], Senin: [07.00-18.00], Selasa: [07.00-18.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMD7iewjkJik13n6q393BL2ggVYhxPC9cbSuclH
Laundry Perkilo Premium Terogong,"1, Jl. Terogong Raya No.36, RT.1/RW.6, Cilandak Bar., Kec. Cilandak, Kota Jakart",Jl. Terogong Raya No.36,Layanan Binatu,Asia/Jakarta,"0878-8787-7830, +62 878-8787-7830",YES,120.0,4.7,https://search.google.com/local/reviews?placeid=ChIJK9sC6HHxaS4R7L8CrB6enRM&q=la,https://www.google.com/maps?cid=1413459712636272620,-6.2840797,106.7890215,https://www.instagram.com/laundryperkilopremium/,instagram.com,"Minggu: [08.00-19.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOVqYy6Cp7M2RupFHn3IPuOwgHQrrt_90zjLhgn
Laundry Perkilo Premium Fatmawati,"Jl. RS. Fatmawati Raya No.37i, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selata",West Cilandak,"Layanan Binatu, Binatu",Asia/Jakarta,"0878-8366-9231, +62 878-8366-9231",YES,46.0,4.5,https://search.google.com/local/reviews?placeid=ChIJa4aV9TXxaS4RmYQc4RuKEF4&q=la,https://www.google.com/maps?cid=6778069291538089113,-6.28293,106.7962005,https://www.instagram.com/laundryperkilopremium/,instagram.com,"Minggu: [08.00-19.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPkAN3yXE1RQMBvH1xjQiiuT-qJT5rDTN6vglh5
GOOD WASH COIN LAUNDRY FATMAWATI,"no. Sebelum Wisma Subud, Jl. RS. Fatmawati Raya No.39, RT.5/RW.3, Cilandak Bar.,",Jl. RS. Fatmawati Raya No.39,"Binatu, Layanan Binatu",Asia/Jakarta,"0815-9165-009, +62 815-9165-009",YES,80.0,4.6,https://search.google.com/local/reviews?placeid=ChIJEyo-IerxaS4ReiFe0adzM40&q=la,https://www.google.com/maps?cid=10174603147769422202,-6.2844352,106.7961062,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMeDgTTyXYP0mjnPPTk_BFVYnn9QghkKVIEIJx9
mr klin laundry - kebagusan,"Jl. Kebagusan Raya No.42 11, RT.11/RW.5, Jagakarsa, Kec. Jagakarsa, Kota Jakarta","RT.11/RW.5, Jagakarsa",Binatu,Asia/Jakarta,"0895-7070-33222, +62 895-7070-33222",YES,38.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ1Q9j61DtaS4RupHAROPkrgc&q=la,https://www.google.com/maps?cid=553631468975329722,-6.3189435,106.8249157,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOL-awGv1IBqFF92CdrqOggkdTC4FbMDjVGm1E8
Aqualis Fabricare,"# Jagakarsa, Jl. Moh. Kahfi 1 Jl. H. Idris No.1, RT.2/RW.6, Jagakarsa, Kec. Jaga",Jl. Moh. Kahfi 1 Jl. H. Idris No.1,Layanan Binatu,Asia/Jakarta,"0815-8433-6050, +62 815-8433-6050",YES,18.0,5.0,https://search.google.com/local/reviews?placeid=ChIJN9wc3QjuaS4R19TjeEhe_lo&q=la,https://www.google.com/maps?cid=6556781772856874199,-6.312004099999999,106.8130218,None,None,"Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00-17.00",https://lh5.googleusercontent.com/p/AF1QipO6PdSTyhLqvV--v0IzlOi89BacfpgSplt0phzM
Shaf Laundry Jagakarsa,"Jl. Joe Klp. Tiga No.27 5, RT.5/RW.3, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Se","RT.5/RW.3, Jagakarsa",Binatu,Asia/Jakarta,"0877-2722-1000, +62 877-2722-1000",YES,41.0,4.3,https://search.google.com/local/reviews?placeid=ChIJ20tdnwrtaS4RwT8UDJTBNyY&q=la,https://www.google.com/maps?cid=2753882538762321857,-6.330129599999999,106.8291161,None,None,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipP6dlqJse4I9VFz3KxVctk4EBavvZtz7zqzZGOL
YNL Jagakarsa,"Jl. Raya Jagakarsa No.34, RT.5/RW.6, Lenteng Agung, Kec. Jagakarsa, Kota Jakarta","RT.5/RW.6, Lenteng Agung",Layanan Binatu,Asia/Jakarta,"0812-1207-6600, +62 812-1207-6600",NO,66.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ0dfDtujtaS4RW-GcRgqFvFU&q=la,https://www.google.com/maps?cid=6177959068026331483,-6.3310533,106.8299013,None,None,"Minggu: [08.30-20.00], Senin: [08.30-20.00], Selasa: [08.30-20.00], Rabu: [08.30",https://lh5.googleusercontent.com/p/AF1QipMsMOGptqwsAHFza0gaVOG65ZDowxw-fGU4fVnz
"Laundry Kiloan, Satuan & Dry cleaning - Gratis Antar Jemput ( Ddn Laundry & Dry ","Ddn Laundry, Jl. Kebembem Raya No.35A 7, RT.1/RW.7, Jagakarsa, Kec. Jagakarsa, K",Jl. Kebembem Raya No.35A 7,"Layanan Binatu, Binatu Cucian Kering, Binatu",Asia/Jakarta,"0838-1808-3958, +62 838-1808-3958",YES,78.0,4.9,https://search.google.com/local/reviews?placeid=ChIJmXn1-NTtaS4RZS8h8xdlyNY&q=la,https://www.google.com/maps?cid=15476731272996400997,-6.337482199999999,106.821362,None,None,"Minggu: [Tutup], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00-22.00",https://lh5.googleusercontent.com/p/AF1QipMLh7QmHxSnxEFlCJLBFVp7KoRWTGZO-RCFaEM=
Sun wuna's laundry,"Jl. Moh. Kahfi 1 No.98, RT.8/RW.4, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Selat","RT.8/RW.4, Jagakarsa",Layanan Binatu,Asia/Jakarta,"0813-9853-4485, +62 813-9853-4485",YES,7.0,5.0,https://search.google.com/local/reviews?placeid=ChIJoxvVEinvaS4RDZ4FWciu1fs&q=la,https://www.google.com/maps?cid=18146602449069514253,-6.3227522,106.8112724,None,None,"Minggu: [07.30-21.30], Senin: [07.30-21.30], Selasa: [07.30-21.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipP_xj7P6DoXSd-OFOjDswOO_QDX73KTWOWZ4-rC
ARRA Laundry,"Jl. Sirsak No.88c 6, RT.5/RW.7, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Selatan,","RT.5/RW.7, Jagakarsa",Layanan Binatu,Asia/Jakarta,"0813-8914-2442, +62 813-8914-2442",YES,32.0,5.0,https://search.google.com/local/reviews?placeid=ChIJqdt7oeHtaS4R2Qmy0ayPdEc&q=la,https://www.google.com/maps?cid=5148898246406572505,-6.3344252,106.8209135,None,None,"Minggu: [07.00-19.00], Senin: [07.00-19.00], Selasa: [07.00-19.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPZW5iOsIv6npBK9GLuyCJxbPZi-deB2PnCp6wt
aQualis Laundry & Green Dry Clean - Jagakarsa,"Jl. Raya Jagakarsa No.2, RT.2/RW.7, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Sela","RT.2/RW.7, Jagakarsa",Binatu Cucian Kering,Asia/Jakarta,"0812-9425-6718, +62 812-9425-6718",YES,15.0,5.0,https://search.google.com/local/reviews?placeid=ChIJsXh2AgvtaS4Rvg0IYO44Lpo&q=la,https://www.google.com/maps?cid=11109879927234104766,-6.3268808,106.8216466,https://www.aqualisfabricare.com/,aqualisfabricare.com,"Minggu: [Tutup], Senin: [07.00-19.00], Selasa: [07.00-19.00], Rabu: [07.00-19.00",https://lh5.googleusercontent.com/p/AF1QipO7mCxbXJw6Hd56dXbGl7fOYUsqfvW0ohDGb6Z5
WIH Laundry,"rs aulia, 8 Di depan, Jl. Jeruk Raya No.100, RT.8/RW.1, Kec. Jagakarsa, Daerah K",8 Di depan,Layanan Binatu,Asia/Jakarta,"0857-6935-2272, +62 857-6935-2272",YES,34.0,4.6,https://search.google.com/local/reviews?placeid=ChIJScaoYDftaS4RC9wGeHcXZI0&q=la,https://www.google.com/maps?cid=10188294058901167115,-6.3346864,106.8276783,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMe1GTSrFVyWNldE2vDrlq68E-DKuihEWKCP8eP
MAU LAUNDRY,"1, Jl. Jagakarsa II No.56, RT.1/RW.7, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Se",Jl. Jagakarsa II No.56,Binatu,Asia/Jakarta,"0821-1244-4998, +62 821-1244-4998",YES,14.0,4.0,https://search.google.com/local/reviews?placeid=ChIJt7W7PCftaS4R-AQ78u-x0zk&q=la,https://www.google.com/maps?cid=4166869724367095032,-6.3270165,106.8223742,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNFxfFs5gWzUiZh3-ISghw-QMuwtBo75zC2xiqs
Laundry Flecklin Taman Puring,"Jl. Gandaria III No.5D, RT.7/RW.1, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Sel","RT.7/RW.1, Kramat Pela",Layanan Binatu,Asia/Jakarta,"0812-9355-4113, +62 812-9355-4113",YES,75.0,4.5,https://search.google.com/local/reviews?placeid=ChIJhYh3BL3xaS4Rcue7JNu0JSg&q=la,https://www.google.com/maps?cid=2892917188962543474,-6.2419409,106.7885306,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNMIibVyzZ7wiS3TwmiHYfwJ12Hq1Pbzy5mA1yA
Quicklins laundry,"Jl. Gotong Royong No.6, RT.4/RW.6, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta ","RT.4/RW.6, Gandaria Utara","Binatu, Layanan Binatu",Asia/Jakarta,"0819-0817-1799, +62 819-0817-1799",YES,43.0,4.7,https://search.google.com/local/reviews?placeid=ChIJ6_GG-pnxaS4RVgSs85cydlc&q=la,https://www.google.com/maps?cid=6302280356761175126,-6.2597824,106.7959696,None,None,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipON-f3ngTCW1TUFzjGnYFupgLa4hsowKOKe8kxv
Kago Laundry,"Jl. Gandaria Tengah II No.26, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan,",Kramat Pela,Layanan Binatu,Asia/Jakarta,"0815-1112-1314, +62 815-1112-1314",YES,159.0,4.7,https://search.google.com/local/reviews?placeid=ChIJn4pv7xPxaS4RQDVGBkvwRe8&q=la,https://www.google.com/maps?cid=17241450953476289856,-6.2447103,106.7892406,http://www.kagolaundry.id/,kagolaundry.id,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipNr9eD0OWNjtN5q47_Rcg6SnTQYJryYtYPLz5n8
Essii Laundry,"Jalan Cikajang Raya No.46 13, RT.13/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakart","RT.13/RW.6, Petogogan","Binatu, Toko",Asia/Jakarta,"(021) 72799636, +62 21 72799636",YES,118.0,4.4,https://search.google.com/local/reviews?placeid=ChIJod9a6GbxaS4RzKVttxuXq2s&q=la,https://www.google.com/maps?cid=7758460928373138892,-6.2419975,106.8099806,None,None,"Minggu: [07.00-18.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOdWDykSk9cpMj13d7mQ4xNO-tyebZpurTLsBc1
Laundry@container - Hidup baru,"Jl. Hidup Baru No.19 11, RT.11/RW.6, Gandaria Utara, Kec. Kby. Baru, Kota Jakart","RT.11/RW.6, Gandaria Utara","Binatu, Binatu Cucian Kering, Layanan Binatu",Asia/Jakarta,"0811-1688-212, +62 811-1688-212",YES,82.0,4.4,https://search.google.com/local/reviews?placeid=ChIJwweex8vxaS4RlPZwXkdf8DE&q=la,https://www.google.com/maps?cid=3598480862400804500,-6.260803,106.7934888,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOEDZ_j9iQZBM5n9FHvwhqsZGn7UQrqtvRpeh-H
Kago Laundry Senopati,"Sebelah salon Mirror Mirror, Dekat Taco Bell, Jl. Kertanegara No.64, RT.10/RW.3,",Jl. Kertanegara No.64,Binatu Cucian Kering,Asia/Jakarta,"0815-1112-1314, +62 815-1112-1314",YES,38.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ8Qly1tbxaS4RD5gcC0udYz8&q=la,https://www.google.com/maps?cid=4567667392718346255,-6.2333267,106.8116469,http://www.kagolaundry.id/,kagolaundry.id,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOfBPIToqYlWA-GWxKo48kCqrXSYndXFRt_RXBj
Kleen Laundry Panglima Polim,"Rukan Grand Panglima Polim KAV.90, Pulo, Kec. Kby. Baru, Daerah Khusus Ibukota J",Pulo,Binatu,Asia/Jakarta,"0811-9909-933, +62 811-9909-933",YES,61.0,4.7,https://search.google.com/local/reviews?placeid=ChIJhxW9HT3xaS4RUz4_Tw-BCJs&q=la,https://www.google.com/maps?cid=11171320778446552659,-6.2546113,106.7975547,https://laundrykleen.id/,laundrykleen.id,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNkO7P8_12Cuhoxo13ySK987Zr3kn-_hz2jG8UN
Yuk! Laundry,"Jl. Tanah Baru I No.17, RT.5/RW.13, Grogol Utara, Kec. Kby. Lama, Kota Jakarta S","RT.5/RW.13, Grogol Utara",Layanan Binatu,Asia/Jakarta,"0812-8153-2099, +62 812-8153-2099",YES,42.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ52x0dEv3aS4RNfWUHaBQph0&q=la,https://www.google.com/maps?cid=2136483721855169845,-6.2133651,106.785485,None,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNfrtQQAqNoE_mXqu28DTD2ipHK7Cd-GSaH5xew
Laundry Perpiece Radio Dalam,"Jl. Radio Dalam Raya No.7E, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan",North Gandaria,Layanan Binatu,Asia/Jakarta,"0878-8787-7819, +62 878-8787-7819",YES,47.0,4.5,https://search.google.com/local/reviews?placeid=ChIJvba4A0XxaS4RAtAwhyNVJx8&q=la,https://www.google.com/maps?cid=2244856550347821058,-6.2506191,106.7918243,https://www.instagram.com/laundryperpiece/,instagram.com,"Minggu: [08.00-19.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOwDO8EFLlu0Lai7Giy0q-vuk63qx4ulaH0nHdb
Laundry Hello,"Jl. Duku Raya No.6B, RT.6/RW.5, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Se","RT.6/RW.5, Kby. Lama Utara",Layanan Binatu,Asia/Jakarta,"0878-8627-8800, +62 878-8627-8800",YES,101.0,4.8,https://search.google.com/local/reviews?placeid=ChIJbfnmZxDxaS4R7IqRkCK6aSQ&q=la,https://www.google.com/maps?cid=2623832915537136364,-6.2464531,106.7846664,None,None,"Minggu: [09.00-22.00], Senin: [09.00-22.00], Selasa: [09.00-22.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipP-eS0OfhxFdLwzF3YwFsb_ENqetXQJNdFe-Nz5
Joy Wash Laundry,"Jl. Ciputat Raya No.18 B 2, RT.2/RW.9, Kby. Lama Sel., Kec. Kby. Lama, Kota Jaka","RT.2/RW.9, Kby. Lama Sel.",Binatu,Asia/Jakarta,"0812-8771-7047, +62 812-8771-7047",YES,88.0,4.6,https://search.google.com/local/reviews?placeid=ChIJDbu_8mjxaS4R0sMowGAeFbA&q=la,https://www.google.com/maps?cid=12688080926075831250,-6.2595929,106.7775636,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNkxAOi4bgmLOtOXbIc3zFLqr3wbwDwiEQG0yFi
Terawat Cipulir - Laundry Sepatu dan Tas,"Pakubuwono Terrace, Apartment, North Tower, Jl. Ciledug Raya No.99, RT.2/RW.5, C",Jl. Ciledug Raya No.99,Layanan Binatu,Asia/Jakarta,"0821-1438-8189, +62 821-1438-8189",YES,40.0,4.8,https://search.google.com/local/reviews?placeid=ChIJlYQYWyHxaS4Rw7BuXLlDUFw&q=la,https://www.google.com/maps?cid=6651891113024991427,-6.2369192,106.7692043,None,None,"Minggu: [09.00-19.00], Senin: [09.00-19.00], Selasa: [09.00-19.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOjhhTdH40X-dKtrUuxnUyk-XP-HznyUl_3g7PG
WashZap Express Laundry,"Area, Jl. Raya Kby. Lama Jl. Kpbd No.12 A, RT.1/RW.2, Sukabumi Sel., Kec. Kb. Je",Jl. Raya Kby. Lama Jl. Kpbd No.12 A,"Binatu, Layanan Binatu",Asia/Jakarta,"0852-8024-2707, +62 852-8024-2707",YES,128.0,5.0,https://search.google.com/local/reviews?placeid=ChIJh1GIpJ_xaS4RPmaYSNU8EXY&q=la,https://www.google.com/maps?cid=8507648057823225406,-6.223210099999999,106.7781351,None,None,"Minggu: [08.00-21.00], Senin: [06.30-21.00], Selasa: [06.30-21.00], Rabu: [06.30",https://lh5.googleusercontent.com/p/AF1QipMtY4IFEh7F1IuR3kRGmESGNp6NlOLINGeYgbAZ
Zest Laundry,"Jl. Kp. Baru Permai Jl. Cidodol Raya No.38B, Sukabumi Sel., Kec. Kby. Lama, Kota",South Sukabumi,Layanan Binatu,Asia/Jakarta,"0857-7561-3919, +62 857-7561-3919",YES,83.0,4.9,https://search.google.com/local/reviews?placeid=ChIJiRlUcLrxaS4R6mc8gIphVjs&q=la,https://www.google.com/maps?cid=4275712143719688170,-6.225011299999999,106.7719011,None,None,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipNSj93SPmxFEariOV-Rw3ICxatdVwUPQ9blYbsv
GIESKA LAUNDRY,"4, Jl. Kweni No.10 No.17 G, RT.4/RW.10, Grogol Sel., Kota Jakarta Selatan, Daera",Jl. Kweni No.10 No.17 G,Binatu Cucian Kering,Asia/Jakarta,"0813-2380-5080, +62 813-2380-5080",YES,126.0,4.9,https://search.google.com/local/reviews?placeid=ChIJp1Lr_VzxaS4Rzj0ARe5znN8&q=la,https://www.google.com/maps?cid=16112881034021846478,-6.2281081,106.7795801,None,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipN5jNpW5J_erCZpLEF1ExfMG5uF7Wk5JIckS9Pd
Segara Laundry Ekspress 24 jam,"Jl. Peninggaran Raya No.4 9, RT.11/RW.11, Kby. Lama Utara, Kec. Kby. Lama, Kota ","RT.11/RW.11, Kby. Lama Utara",Layanan Binatu,Asia/Jakarta,"0858-1932-6093, +62 858-1932-6093",YES,39.0,4.1,https://search.google.com/local/reviews?placeid=ChIJWezqfzTxaS4RKcMZpDbiYY0&q=la,https://www.google.com/maps?cid=10187672556398035753,-6.2433966,106.7723592,None,None,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipNolgus_PPWUwlc_u4RvYBEpU_zMmbXBtUCcCFl
Container Laundry ( Laundry Kiloan),"di sebelah toko buah simprug, Jl. Simprug Garden No.1, RT.7/RW.8, Grogol Sel., K",Jl. Simprug Garden No.1,"Binatu, Layanan Binatu",Asia/Jakarta,"0819-0101-0255, +62 819-0101-0255",YES,35.0,5.0,https://search.google.com/local/reviews?placeid=ChIJFwT01FLxaS4RwpxYrlpNyyw&q=la,https://www.google.com/maps?cid=3227758609808530626,-6.2317714,106.7896167,http://www.instagram.com/containerlaundry/,instagram.com,"Minggu: [08.00-15.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMu7roXHfh_OzjyJIv_8QRL6Sgyr7JGmN3pUtcX
Kleen Laundry & General Cleaning Pondok Indah,"Jl. Pinang Emas I No.B4, Pd. Pinang, Kec. Kby. Lama, Jakarta, Daerah Khusus Ibuk",Pondok Pinang,Binatu,Asia/Jakarta,"0811-1656-575, +62 811-1656-575",YES,65.0,4.6,https://search.google.com/local/reviews?placeid=ChIJ9fXOGhTxaS4RzEvO3bRkoHA&q=la,https://www.google.com/maps?cid=8115597256499809228,-6.2642438,106.7794533,http://www.laundrykleen.id/,laundrykleen.id,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMPZ7hPGvRCD8jmKMSogZBfxgmz-mw5OYs9UgUP
LAUNDRY KILOAN EXPRES MAMPANG PRAPATAN CLEANIC LAUNDRY PREMIUM,"Jl. Mampang Prapatan XI No.19, RT.7/RW.1, Tegal Parang, Kec. Mampang Prpt., Kota","RT.7/RW.1, Tegal Parang",Layanan Binatu,Asia/Jakarta,"0878-6403-2353, +62 878-6403-2353",YES,93.0,4.7,https://search.google.com/local/reviews?placeid=ChIJLbsYYIDzaS4Rex94xCuTAPU&q=la,https://www.google.com/maps?cid=17654272355481427835,-6.2501482,106.8286333,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipODW7qFDU_BtXxT75LFcpt1FvS4-XM4jJtBOfTh
Laundry Klin Express,"5, Jl. Mampang Prapatan VIII No.6A, RT.5/RW.1, Tegal Parang, Kec. Mampang Prpt.,",Jl. Mampang Prapatan VIII No.6A,"Layanan Binatu, Binatu",Asia/Jakarta,"0851-7318-3938, +62 851-7318-3938",YES,716.0,4.8,https://search.google.com/local/reviews?placeid=ChIJzU0di8_zaS4RSyoyGnLDAT4&q=la,https://www.google.com/maps?cid=4468067200161425995,-6.2478792,106.8312493,https://www.laundryklinwijaya.com/,laundryklinwijaya.com,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMc6g7EY8NLHaqlpiFBChk9tzdDVuWCMFEW8r4T
V2 Laundry,"V2 Laundry, Jl. Mampang Prapatan II No.72 1, RT.1/RW.5, Mampang Prpt., Kec. Mamp","RT.1/RW.5, Mampang Prapatan",Layanan Binatu,Asia/Jakarta,"0813-1800-0151, +62 813-1800-0151",YES,63.0,4.9,https://search.google.com/local/reviews?placeid=ChIJWb1IBULtaS4RNDj0yAfKjF8&q=la,https://www.google.com/maps?cid=6885100065127675956,-6.2437147,106.8263992,None,None,"Minggu: [09.00-17.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOXOQpEJoZQFQU3rO1dOvHXmWEMYG8ryvZKM0xh
