Name,Fulladdress,Categories,phone,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Opening Hours,Featured Image
"Laundry Kiloan, Satuan & Dry cleaning - Gratis Antar Jemput ( Ddn Laundry & Dry ","Ddn Laundry, Jl. Kebembem Raya No.35A 7, RT.1/RW.7, Jagakarsa, Kec. Jagakarsa, K","Layanan Binatu, Binatu Cucian Kering, Binatu",+62 838-1808-3958,64,5.0,https://search.google.com/local/reviews?placeid=ChIJmXn1-NTtaS4RZS8h8xdlyNY&q=la,https://www.google.com/maps?cid=15476731272996400997,-6.337482199999999,106.821362,None,"Minggu: [Tutup], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00-22.00",https://lh5.googleusercontent.com/p/AF1QipMLh7QmHxSnxEFlCJLBFVp7KoRWTGZO-RCFaEM=
Sun wuna's laundry,"Jl. Moh. Kahfi 1 No.98, RT.8/RW.4, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Selat",Layanan Binatu,+62 813-9853-4485,1,5.0,https://search.google.com/local/reviews?placeid=ChIJoxvVEinvaS4RDZ4FWciu1fs&q=la,https://www.google.com/maps?cid=18146602449069514253,-6.3227522,106.8112724,None,"Minggu: [07.30-21.30], Senin: [07.30-21.30], Selasa: [07.30-21.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipP_xj7P6DoXSd-OFOjDswOO_QDX73KTWOWZ4-rC
ARRA Laundry,"Jl. Sirsak No.88c 6, RT.5/RW.7, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Selatan,",Layanan Binatu,+62 813-8914-2442,6,5.0,https://search.google.com/local/reviews?placeid=ChIJqdt7oeHtaS4R2Qmy0ayPdEc&q=la,https://www.google.com/maps?cid=5148898246406572505,-6.3344252,106.8209135,None,"Minggu: [07.00-19.00], Senin: [07.00-19.00], Selasa: [07.00-19.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPZW5iOsIv6npBK9GLuyCJxbPZi-deB2PnCp6wt
aQualis Laundry & Green Dry Clean - Jagakarsa,"Jl. Raya Jagakarsa No.2, RT.2/RW.7, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Sela",Binatu Cucian Kering,+62 812-9425-6718,1,5.0,https://search.google.com/local/reviews?placeid=ChIJsXh2AgvtaS4Rvg0IYO44Lpo&q=la,https://www.google.com/maps?cid=11109879927234104766,-6.3268808,106.8216466,https://www.aqualisfabricare.com/,"Minggu: [Tutup], Senin: [07.00-19.00], Selasa: [07.00-19.00], Rabu: [07.00-19.00",https://lh5.googleusercontent.com/p/AF1QipO7mCxbXJw6Hd56dXbGl7fOYUsqfvW0ohDGb6Z5
WIH Laundry,"rs aulia, 8 Di depan, Jl. Jeruk Raya No.100, RT.8/RW.1, Kec. Jagakarsa, Daerah K",Layanan Binatu,+62 857-6935-2272,12,4.4,https://search.google.com/local/reviews?placeid=ChIJScaoYDftaS4RC9wGeHcXZI0&q=la,https://www.google.com/maps?cid=10188294058901167115,-6.3346864,106.8276783,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMe1GTSrFVyWNldE2vDrlq68E-DKuihEWKCP8eP
MAU LAUNDRY,"1, Jl. Jagakarsa II No.56, RT.1/RW.7, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Se",Binatu,+62 821-1244-4998,12,5.0,https://search.google.com/local/reviews?placeid=ChIJt7W7PCftaS4R-AQ78u-x0zk&q=la,https://www.google.com/maps?cid=4166869724367095032,-6.3270165,106.8223742,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNFxfFs5gWzUiZh3-ISghw-QMuwtBo75zC2xiqs
Laundry Flecklin Taman Puring,"Jl. Gandaria III No.5D, RT.7/RW.1, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Sel",Layanan Binatu,+62 812-9355-4113,16,4.4,https://search.google.com/local/reviews?placeid=ChIJhYh3BL3xaS4Rcue7JNu0JSg&q=la,https://www.google.com/maps?cid=2892917188962543474,-6.2419409,106.7885306,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNMIibVyzZ7wiS3TwmiHYfwJ12Hq1Pbzy5mA1yA
Quicklins laundry,"Jl. Gotong Royong No.6, RT.4/RW.6, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta ","Binatu, Layanan Binatu",+62 819-0817-1799,7,5.0,https://search.google.com/local/reviews?placeid=ChIJ6_GG-pnxaS4RVgSs85cydlc&q=la,https://www.google.com/maps?cid=6302280356761175126,-6.2597824,106.7959696,None,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipON-f3ngTCW1TUFzjGnYFupgLa4hsowKOKe8kxv
Kago Laundry,"Jl. Gandaria Tengah II No.26, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan,",Layanan Binatu,+62 815-1112-1314,0,0.0,https://search.google.com/local/reviews?placeid=ChIJn4pv7xPxaS4RQDVGBkvwRe8&q=la,https://www.google.com/maps?cid=17241450953476289856,-6.2447103,106.7892406,http://www.kagolaundry.id/,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipNr9eD0OWNjtN5q47_Rcg6SnTQYJryYtYPLz5n8
Essii Laundry,"Jalan Cikajang Raya No.46 13, RT.13/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakart","Binatu, Toko",+62 21 72799636,0,0.0,https://search.google.com/local/reviews?placeid=ChIJod9a6GbxaS4RzKVttxuXq2s&q=la,https://www.google.com/maps?cid=7758460928373138892,-6.2419975,106.8099806,None,"Minggu: [07.00-18.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOdWDykSk9cpMj13d7mQ4xNO-tyebZpurTLsBc1
Laundry@container - Hidup baru,"Jl. Hidup Baru No.19 11, RT.11/RW.6, Gandaria Utara, Kec. Kby. Baru, Kota Jakart","Binatu, Binatu Cucian Kering, Layanan Binatu",+62 811-1688-212,0,0.0,https://search.google.com/local/reviews?placeid=ChIJwweex8vxaS4RlPZwXkdf8DE&q=la,https://www.google.com/maps?cid=3598480862400804500,-6.260803,106.7934888,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOEDZ_j9iQZBM5n9FHvwhqsZGn7UQrqtvRpeh-H
Kago Laundry Senopati,"Sebelah salon Mirror Mirror, Dekat Taco Bell, Jl. Kertanegara No.64, RT.10/RW.3,",Binatu Cucian Kering,+62 815-1112-1314,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ8Qly1tbxaS4RD5gcC0udYz8&q=la,https://www.google.com/maps?cid=4567667392718346255,-6.2333267,106.8116469,http://www.kagolaundry.id/,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOfBPIToqYlWA-GWxKo48kCqrXSYndXFRt_RXBj
Kleen Laundry Panglima Polim,"Rukan Grand Panglima Polim KAV.90, Pulo, Kec. Kby. Baru, Daerah Khusus Ibukota J",Binatu,+62 811-9909-933,0,0.0,https://search.google.com/local/reviews?placeid=ChIJhxW9HT3xaS4RUz4_Tw-BCJs&q=la,https://www.google.com/maps?cid=11171320778446552659,-6.2546113,106.7975547,https://laundrykleen.id/,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNkO7P8_12Cuhoxo13ySK987Zr3kn-_hz2jG8UN
Yuk! Laundry,"Jl. Tanah Baru I No.17, RT.5/RW.13, Grogol Utara, Kec. Kby. Lama, Kota Jakarta S",Layanan Binatu,+62 812-8153-2099,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ52x0dEv3aS4RNfWUHaBQph0&q=la,https://www.google.com/maps?cid=2136483721855169845,-6.2133651,106.785485,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNfrtQQAqNoE_mXqu28DTD2ipHK7Cd-GSaH5xew
Laundry Perpiece Radio Dalam,"Jl. Radio Dalam Raya No.7E, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan",Layanan Binatu,+62 878-8787-7819,0,0.0,https://search.google.com/local/reviews?placeid=ChIJvba4A0XxaS4RAtAwhyNVJx8&q=la,https://www.google.com/maps?cid=2244856550347821058,-6.2506191,106.7918243,https://www.instagram.com/laundryperpiece/,"Minggu: [08.00-19.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOwDO8EFLlu0Lai7Giy0q-vuk63qx4ulaH0nHdb
Laundry Hello,"Jl. Duku Raya No.6B, RT.6/RW.5, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Se",Layanan Binatu,+62 878-8627-8800,0,0.0,https://search.google.com/local/reviews?placeid=ChIJbfnmZxDxaS4R7IqRkCK6aSQ&q=la,https://www.google.com/maps?cid=2623832915537136364,-6.2464531,106.7846664,None,"Minggu: [09.00-22.00], Senin: [09.00-22.00], Selasa: [09.00-22.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipP-eS0OfhxFdLwzF3YwFsb_ENqetXQJNdFe-Nz5
Joy Wash Laundry,"Jl. Ciputat Raya No.18 B 2, RT.2/RW.9, Kby. Lama Sel., Kec. Kby. Lama, Kota Jaka",Binatu,+62 812-8771-7047,0,0.0,https://search.google.com/local/reviews?placeid=ChIJDbu_8mjxaS4R0sMowGAeFbA&q=la,https://www.google.com/maps?cid=12688080926075831250,-6.2595929,106.7775636,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNkxAOi4bgmLOtOXbIc3zFLqr3wbwDwiEQG0yFi
Terawat Cipulir - Laundry Sepatu dan Tas,"Pakubuwono Terrace, Apartment, North Tower, Jl. Ciledug Raya No.99, RT.2/RW.5, C",Layanan Binatu,+62 821-1438-8189,0,0.0,https://search.google.com/local/reviews?placeid=ChIJlYQYWyHxaS4Rw7BuXLlDUFw&q=la,https://www.google.com/maps?cid=6651891113024991427,-6.2369192,106.7692043,None,"Minggu: [09.00-19.00], Senin: [09.00-19.00], Selasa: [09.00-19.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOjhhTdH40X-dKtrUuxnUyk-XP-HznyUl_3g7PG
WashZap Express Laundry,"Area, Jl. Raya Kby. Lama Jl. Kpbd No.12 A, RT.1/RW.2, Sukabumi Sel., Kec. Kb. Je","Binatu, Layanan Binatu",+62 852-8024-2707,0,0.0,https://search.google.com/local/reviews?placeid=ChIJh1GIpJ_xaS4RPmaYSNU8EXY&q=la,https://www.google.com/maps?cid=8507648057823225406,-6.223210099999999,106.7781351,None,"Minggu: [08.00-21.00], Senin: [06.30-21.00], Selasa: [06.30-21.00], Rabu: [06.30",https://lh5.googleusercontent.com/p/AF1QipMtY4IFEh7F1IuR3kRGmESGNp6NlOLINGeYgbAZ
Zest Laundry,"Jl. Kp. Baru Permai Jl. Cidodol Raya No.38B, Sukabumi Sel., Kec. Kby. Lama, Kota",Layanan Binatu,+62 857-7561-3919,0,0.0,https://search.google.com/local/reviews?placeid=ChIJiRlUcLrxaS4R6mc8gIphVjs&q=la,https://www.google.com/maps?cid=4275712143719688170,-6.225011299999999,106.7719011,None,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipNSj93SPmxFEariOV-Rw3ICxatdVwUPQ9blYbsv
GIESKA LAUNDRY,"4, Jl. Kweni No.10 No.17 G, RT.4/RW.10, Grogol Sel., Kota Jakarta Selatan, Daera",Binatu Cucian Kering,+62 813-2380-5080,0,0.0,https://search.google.com/local/reviews?placeid=ChIJp1Lr_VzxaS4Rzj0ARe5znN8&q=la,https://www.google.com/maps?cid=16112881034021846478,-6.2281081,106.7795801,None,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipN5jNpW5J_erCZpLEF1ExfMG5uF7Wk5JIckS9Pd
Segara Laundry Ekspress 24 jam,"Jl. Peninggaran Raya No.4 9, RT.11/RW.11, Kby. Lama Utara, Kec. Kby. Lama, Kota ",Layanan Binatu,+62 858-1932-6093,0,0.0,https://search.google.com/local/reviews?placeid=ChIJWezqfzTxaS4RKcMZpDbiYY0&q=la,https://www.google.com/maps?cid=10187672556398035753,-6.2433966,106.7723592,None,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipNolgus_PPWUwlc_u4RvYBEpU_zMmbXBtUCcCFl
Container Laundry ( Laundry Kiloan),"di sebelah toko buah simprug, Jl. Simprug Garden No.1, RT.7/RW.8, Grogol Sel., K","Binatu, Layanan Binatu",+62 819-0101-0255,0,0.0,https://search.google.com/local/reviews?placeid=ChIJFwT01FLxaS4RwpxYrlpNyyw&q=la,https://www.google.com/maps?cid=3227758609808530626,-6.2317714,106.7896167,http://www.instagram.com/containerlaundry/,"Minggu: [08.00-15.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMu7roXHfh_OzjyJIv_8QRL6Sgyr7JGmN3pUtcX
Kleen Laundry & General Cleaning Pondok Indah,"Jl. Pinang Emas I No.B4, Pd. Pinang, Kec. Kby. Lama, Jakarta, Daerah Khusus Ibuk",Binatu,+62 811-1656-575,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ9fXOGhTxaS4RzEvO3bRkoHA&q=la,https://www.google.com/maps?cid=8115597256499809228,-6.2642438,106.7794533,http://www.laundrykleen.id/,"Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMPZ7hPGvRCD8jmKMSogZBfxgmz-mw5OYs9UgUP
LAUNDRY KILOAN EXPRES MAMPANG PRAPATAN CLEANIC LAUNDRY PREMIUM,"Jl. Mampang Prapatan XI No.19, RT.7/RW.1, Tegal Parang, Kec. Mampang Prpt., Kota",Layanan Binatu,+62 878-6403-2353,0,0.0,https://search.google.com/local/reviews?placeid=ChIJLbsYYIDzaS4Rex94xCuTAPU&q=la,https://www.google.com/maps?cid=17654272355481427835,-6.2501482,106.8286333,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipODW7qFDU_BtXxT75LFcpt1FvS4-XM4jJtBOfTh
Laundry Klin Express,"5, Jl. Mampang Prapatan VIII No.6A, RT.5/RW.1, Tegal Parang, Kec. Mampang Prpt.,","Layanan Binatu, Binatu",+62 851-7318-3938,0,0.0,https://search.google.com/local/reviews?placeid=ChIJzU0di8_zaS4RSyoyGnLDAT4&q=la,https://www.google.com/maps?cid=4468067200161425995,-6.2478792,106.8312493,https://www.laundryklinwijaya.com/,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMc6g7EY8NLHaqlpiFBChk9tzdDVuWCMFEW8r4T
V2 Laundry,"V2 Laundry, Jl. Mampang Prapatan II No.72 1, RT.1/RW.5, Mampang Prpt., Kec. Mamp",Layanan Binatu,+62 813-1800-0151,0,0.0,https://search.google.com/local/reviews?placeid=ChIJWb1IBULtaS4RNDj0yAfKjF8&q=la,https://www.google.com/maps?cid=6885100065127675956,-6.2437147,106.8263992,None,"Minggu: [09.00-17.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOXOQpEJoZQFQU3rO1dOvHXmWEMYG8ryvZKM0xh
Kita Laundry-in,"Jl. Mampang Prapatan VII No.1, RT.1/RW.3, Tegal Parang, Kec. Mampang Prpt., Kota","Binatu, Layanan Binatu",+62 21 79188585,0,0.0,https://search.google.com/local/reviews?placeid=ChIJU-7-pdDzaS4RtECNuK41Pgo&q=la,https://www.google.com/maps?cid=738086413472186548,-6.24827,106.82449,None,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOzXNJeHvmiN2toSKru79h4YfFXfIkXbwMztD8R
LAUNDRY KILOAN & SATUAN EXPERT,"Jl. Mampang Prapatan IV No.38, RT.13/RW.2, Tegal Parang, Kec. Mampang Prpt., Kot",Layanan Binatu,+62 852-1232-2262,0,0.0,https://search.google.com/local/reviews?placeid=ChIJVSJqZx3zaS4R-77nirSKRTk&q=la,https://www.google.com/maps?cid=4126857141584117499,-6.245470399999999,106.8289663,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOezqdwf-ywfHHFGzgXeRmggPr9na90TVjAexE=
V2 LAUNDRY,"Jl. Tegal Parang Sel. No.11 5, RT.5/RW.1, Tegal Parang, Kec. Mampang Prpt., Kota",Layanan Binatu,+62 813-1800-0151,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ750cpRjzaS4RqRb-fHQ3JFk&q=la,https://www.google.com/maps?cid=6423319941989930665,-6.2485184,106.8315817,None,"Minggu: [09.00-17.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipN_HtsS3vjXLlUTtcE_vnjZZjTv-iNH3Tal9gQX
Indo Express Laundry (Mampang VIII),"Jl. Mampang Prapatan VIII No.19A, RT.2/RW.2, Tegal Parang, Kec. Mampang Prpt., K",Layanan Binatu,+62 817-382-920,0,0.0,https://search.google.com/local/reviews?placeid=ChIJt5y_CtDzaS4RCsQ0qS_sMlM&q=la,https://www.google.com/maps?cid=5995113743429977098,-6.247891999999999,106.828244,http://indolaundry.id/,"Minggu: [06.30-21.00], Senin: [06.30-21.00], Selasa: [06.30-21.00], Rabu: [06.30",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=C_3mrPMsZ3MvhFEC4
Lubna Laundry - Mampang,"Jl. Mampang Prapatan XIII No.10, RT.3/RW.3, Tegal Parang, Kec. Mampang Prpt., Ko",Binatu,None,0,0.0,https://search.google.com/local/reviews?placeid=ChIJg_a54JHzaS4R9_LuSeddlL4&q=la,https://www.google.com/maps?cid=13732704411718710007,-6.251691999999999,106.8250429,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO_91VNakyqCQFOKgmKoo1NlmIESZde-b5n9ib-
Laundry Terlengkap | Less Worry (Bangka),"Jl. Bangka Raya No.103, RT.1/RW.12, Pela Mampang, Kec. Mampang Prpt., Kota Jakar",Binatu,+62 851-9898-9901,0,0.0,https://search.google.com/local/reviews?placeid=ChIJNyYyOADxaS4Rffe32OajDeU&q=la,https://www.google.com/maps?cid=16505028421256476541,-6.2518068,106.8145273,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPEqTg-S87mYnIEtviBpfYleIolGKtCC2fbJziK
FRIO LAUNDRY & DRY CLEANING,"No.69 G, Jl. Kemang Raya No.2, Bangka, Mampang Prapatan, South Jakarta City, Jak",Layanan Binatu,+62 21 71794863,0,0.0,https://search.google.com/local/reviews?placeid=ChIJY2Qs4H_xaS4RpczCP5z3yUk&q=la,https://www.google.com/maps?cid=5317053085544271013,-6.2671965,106.8161085,https://instagram.com/friolaundry?utm_medium=copy_link,"Minggu: [Tutup], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00-18.00",https://lh5.googleusercontent.com/p/AF1QipP75PdpfZ3zH-B5F0PFTqFpu1CuWFYfGsk-DbzO
"Pinguin Laundry Pancoran (Kiloan, Satuan, Sepatu, Karpet)","Jl. Pancoran Barat VI No.48, RT.7, Pancoran, Kec. Pancoran, Kota Jakarta Selatan",Layanan Binatu,+62 852-8205-9039,0,0.0,https://search.google.com/local/reviews?placeid=ChIJn_DrqQ_zaS4RGNEoIZ8dxBQ&q=la,https://www.google.com/maps?cid=1496353545487175960,-6.2496551,106.8384458,https://instagram.com/laundrypinguin_jaksel?igshid=MzRlODBiNWFlZA==,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipN0dIHHVYBm3v5rC8pkNkzWAtbQiCFDeES-zPhM
Indah Laundry,"Jl. Pancoran Barat X No.10, RT.5/RW.4, Pancoran, Kec. Pancoran, Kota Jakarta Sel",Layanan Binatu,+62 859-2346-4023,0,0.0,https://search.google.com/local/reviews?placeid=ChIJgR1hg6HzaS4RRpqqatFn6OY&q=la,https://www.google.com/maps?cid=16638662972455688774,-6.2467701,106.8366781,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipP-MuHXpPCZX4rUBVOTWGIohcLfgIYVXVszF9n3
Ina Laundry,"Jl. Cikoko Brt. Dalam I No.34 4, RT.4/RW.3, Cikoko, Kec. Pancoran, Kota Jakarta ",Layanan Binatu,+62 813-3001-2005,0,0.0,https://search.google.com/local/reviews?placeid=ChIJkbuv-brzaS4Rw_fymXAXo8Q&q=la,https://www.google.com/maps?cid=14169194625024325571,-6.2450326,106.8505309,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNgaY6SdoPQs1z1dt-7mmyKGVGAJVcqQV6vNPUw
Laundry Kliin28,"Jl. Cikoko Timur Raya No.28, Cikoko, Kec. Pancoran, Kota Jakarta Selatan, Daerah",Binatu,+62 815-8913-268,0,0.0,https://search.google.com/local/reviews?placeid=ChIJJVAZ0qXzaS4RD-XHHYivTDc&q=la,https://www.google.com/maps?cid=3984752769466098959,-6.244682999999999,106.85855,None,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00",https://lh5.googleusercontent.com/p/AF1QipObx32avbvg2tDtNucMiFt3Kx77uYyrkk6Qsxsb
Qya Laundry,"11, Jl. Pancoran Barat XI A No.08, RT.11/RW.3, Pancoran, Kec. Pancoran, Kota Jak",Layanan Binatu,None,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ9xr1v43zaS4R5eATOoM-6u8&q=la,https://www.google.com/maps?cid=17287698852951089381,-6.2423098,106.8358551,None,"Minggu: [Tutup], Senin: [10.00-17.00], Selasa: [10.00-17.00], Rabu: [10.00-17.00",https://lh5.googleusercontent.com/p/AF1QipNSlu31XcuXv9WtviCBGpNaLYRTkF5RGzAjkdSN
Laundry Kalibata City (Ceacilia Laundry),"Tower Cendana BL-15, Jl. Raya Kalibata No.1, RT.9/RW.4, Rawajati, Kec. Pancoran,","Binatu, Binatu Cucian Kering, Layanan Binatu",+62 889-0588-3160,0,0.0,https://search.google.com/local/reviews?placeid=ChIJRT1mowHzaS4RAUanSZljMFM&q=la,https://www.google.com/maps?cid=5994400614046975489,-6.2578456,106.8535766,https://linktr.ee/ceacilia.laundry,"Minggu: [10.00-22.00], Senin: [10.00-22.00], Selasa: [10.00-22.00], Rabu: [10.00",https://lh5.googleusercontent.com/p/AF1QipONzcNBp1G4-rdRrB2O-vLUB7MsuJSBJXP3W_SX
Aqualis Laundry & Green Dry Clean - Perdatam,"Jl. Pengadegan Barat Raya No.57 6, RT.6/RW.8, Pengadegan, Kec. Pancoran, Kota Ja",Layanan Binatu,+62 851-0192-4536,0,0.0,https://search.google.com/local/reviews?placeid=ChIJhZuJTbDzaS4RTuLIouxCptk&q=la,https://www.google.com/maps?cid=15683296336475120206,-6.249221,106.851378,https://www.aqualisfabricare.com/,"Minggu: [08.00-16.00], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMy-czVnaARt2qseZMmRBVd2L6FrdKp1PyBcZLU
WellHouse Laundry (Pancoran),"Jl. Pancoran Barat II No.34, RT.2/RW.6, Pancoran, Kec. Pancoran, Kota Jakarta Se",Layanan Binatu,+62 813-8911-7899,0,0.0,https://search.google.com/local/reviews?placeid=ChIJk8Vnom7zaS4RJK7_3Pbh0rA&q=la,https://www.google.com/maps?cid=12741494746170502692,-6.249417299999999,106.8406249,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [Tutup], Rabu: [07.00-21.00",https://lh5.googleusercontent.com/p/AF1QipOhDVZzE94GflCpZDM_tHE-mdzxCR4s_cltOpn5
One Solutions Laundry 2,"Jl. Pengadegan Timur IV No.11, RT.9/RW.1, Pengadegan, Kec. Pancoran, Kota Jakart",Binatu,+62 812-9209-2022,0,0.0,https://search.google.com/local/reviews?placeid=ChIJeZIFJtzzaS4RDbVMEN9L1t0&q=la,https://www.google.com/maps?cid=15985047348821406989,-6.2497672,106.8620845,None,None,https://lh5.googleusercontent.com/p/AF1QipMCFBMJFeGhBGEnTC7U51N_ACkiW9eNxVCB4Btu
Laundry Bibu - Laundry Express Kiloan & Satuan Terdekat Open 24 Jam Gratis Antar,"Jl. Pengadegan Selatan IV No.17, RT.003/RW.4, Pengadegan, Kec. Pancoran, Kota Ja",Binatu,+62 857-1629-0923,0,0.0,https://search.google.com/local/reviews?placeid=ChIJX1WDSGPzaS4RVihkgVxcJNw&q=la,https://www.google.com/maps?cid=15862905339883300950,-6.2509207,106.8557942,https://wa.me/6285716290923,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipOi3sf5jBAZNyq_2tuWwCWuihCgNFxvZtYaUVGT
Laundry Jatipadang Laku Laundry,"6, Jl. Jati Padang Raya No.55, RT.6/RW.3, Jati Padang, Ps. Minggu, Kota Jakarta ",Binatu,+62 856-9457-4003,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ8SoRwkLzaS4RXCZgywwyIWU&q=la,https://www.google.com/maps?cid=7287160702595245660,-6.2911799,106.8288415,http://www.instagram.com/lakulaundry,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNS7gQXffoWx4Vl-xqhNA0GSpDGChgrQIx88vf7
Doel Laundry Kiloan & Satuan,"8, Jl. Warga No.42A, RT.8/RW.3, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, ",Layanan Binatu,+62 817-7984-1017,0,0.0,https://search.google.com/local/reviews?placeid=ChIJ3-SgWKjzaS4RR8xXA7CK4lo&q=la,https://www.google.com/maps?cid=6548949296725085255,-6.2723226,106.8415431,None,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipNjCUgRL0MgJUm5tDL6c31AHita09nFY8IyZg79
